CustID,State,Age,Plan,MonthlyRecharge,DataGB,CallsMin,SMS,Churn
964,Goa,29,Postpaid,1616.42,12.76,124,400,No
965,Mizoram,57,Postpaid,1503.3,56.8,505,303,No
966,Chhattisgarh,41,Postpaid,692.53,48.28,71,486,No
967,Sikkim,42,Postpaid,1989.9,32.62,574,230,Yes
968,Goa,47,Postpaid,600.88,87.17,257,93,No
969,Tripura,51,Prepaid,649.74,37.71,589,212,Yes
970,Manipur,49,Postpaid,1703.93,67.1,275,329,Yes
971,Sikkim,33,Prepaid,156.97,26.95,752,120,Yes
972,Telangana,38,Postpaid,1934.76,78.81,955,215,Yes
973,Meghalaya,65,Postpaid,1405.35,95.37,988,449,Yes
974,Uttar Pradesh,67,Postpaid,1304.31,49.79,465,31,Yes
975,Goa,26,Prepaid,619.29,19.83,481,267,Yes
976,Rajasthan,40,Postpaid,1897.8,29.98,165,166,No
977,Bihar,55,Postpaid,358.53,4.93,182,460,No
978,Maharashtra,47,Postpaid,983.71,58.32,885,133,No
979,Andhra Pradesh,39,Prepaid,515.66,96.79,117,357,Yes
980,Mizoram,57,Prepaid,876.93,31.52,417,265,Yes
981,Rajasthan,53,Prepaid,1901.35,76.98,691,80,No
982,Maharashtra,46,Postpaid,1807.35,86.04,822,90,No
983,Kerala,49,Postpaid,1640.83,1.69,782,279,No
984,Maharashtra,36,Prepaid,1122.51,65.19,200,389,Yes
985,Uttar Pradesh,25,Prepaid,122.01,95.82,763,86,Yes
986,Maharashtra,69,Prepaid,920.69,38.2,345,257,Yes
987,Punjab,33,Postpaid,341.3,81.39,139,309,No
988,Chhattisgarh,54,Postpaid,1865.18,91.51,118,473,No
989,Kerala,51,Prepaid,199.96,81,150,135,No
990,Himachal Pradesh,40,Prepaid,103.26,33.5,853,38,Yes
991,Jharkhand,54,Prepaid,1238.81,92.96,281,373,Yes
992,Assam,25,Postpaid,871.97,84.95,682,195,Yes
993,Kerala,58,Prepaid,1973.38,41.04,140,429,Yes
994,Odisha,33,Postpaid,1466.38,17.44,410,51,No
995,Madhya Pradesh,65,Prepaid,1046.44,34.48,70,113,No
996,Rajasthan,70,Prepaid,1082.14,68.13,351,255,Yes
997,Nagaland,64,Prepaid,1967.17,36.28,455,477,Yes
998,Rajasthan,24,Prepaid,981.11,36.91,675,158,No
999,Goa,53,Postpaid,655.16,6.39,300,156,No
1000,Chhattisgarh,55,Prepaid,1235.71,83.92,236,159,No
1001,Karnataka,31,Postpaid,1042.05,67.38,416,122,Yes
1002,Bihar,42,Postpaid,1514.79,56.4,304,434,No
1003,Goa,57,Prepaid,400.5,29.66,404,371,Yes
1004,Kerala,43,Postpaid,1765.64,53.88,878,426,No
1005,Uttar Pradesh,66,Postpaid,1429.58,50.36,251,447,No
1006,Bihar,37,Postpaid,1901.64,21.63,497,196,No
1007,Madhya Pradesh,66,Postpaid,1025.08,7.97,71,209,Yes
1008,Telangana,55,Prepaid,1137.4,62.89,311,422,No
1009,Mizoram,45,Prepaid,811.26,82.32,946,234,No
1010,Goa,24,Postpaid,968.11,33.15,157,57,Yes
1011,Goa,54,Prepaid,1596.81,1.38,513,195,Yes
1012,Meghalaya,57,Prepaid,676.9,64.22,146,393,No
1013,Nagaland,28,Prepaid,450,75.88,369,242,No
1014,Uttar Pradesh,32,Prepaid,1567.01,7.24,940,82,Yes
1015,Gujarat,66,Postpaid,738.8,1.84,645,211,Yes
1016,Uttarakhand,66,Postpaid,1973.73,61.73,699,100,Yes
1017,Arunachal Pradesh,21,Prepaid,959.97,64.14,694,209,No
1018,Chhattisgarh,63,Prepaid,1951.41,88.64,253,215,Yes
1019,Chhattisgarh,58,Prepaid,131.54,89.52,825,47,No
1020,Sikkim,53,Postpaid,668.31,86.73,714,318,Yes
1021,Telangana,37,Prepaid,90.13,46.16,331,41,Yes
1022,West Bengal,32,Prepaid,100.53,32.78,209,324,No
1023,Mizoram,65,Prepaid,1315.83,98.99,914,181,No
1024,Bihar,63,Postpaid,75.75,67.16,847,166,Yes
1025,Manipur,51,Postpaid,922.48,14.46,903,64,Yes
1026,Meghalaya,24,Postpaid,580.8,80.64,916,143,Yes
1027,Sikkim,33,Prepaid,975.46,99.95,209,6,Yes
1028,Goa,67,Prepaid,331.45,37.86,619,466,Yes
1029,Gujarat,47,Postpaid,1058.13,76.68,869,444,No
1030,Himachal Pradesh,69,Prepaid,683.95,82.15,610,52,No
1031,Gujarat,57,Prepaid,393.5,91.37,450,167,No
1032,Haryana,56,Postpaid,367,71.14,532,455,No
1033,Madhya Pradesh,47,Prepaid,444.74,15.01,287,441,Yes
1034,Uttarakhand,48,Prepaid,349.17,76.88,182,66,Yes
1035,Tamil Nadu,43,Prepaid,692.29,50.48,922,434,No
1036,Tripura,45,Postpaid,1811.46,54.33,537,463,Yes
1037,Sikkim,69,Prepaid,1716.95,73.32,126,179,No
1038,Andhra Pradesh,38,Prepaid,505.71,71.92,150,305,No
1039,Goa,45,Postpaid,1491.04,54.2,426,212,No
1040,Kerala,67,Prepaid,527.28,29.36,132,424,Yes
1041,Madhya Pradesh,24,Postpaid,1626.15,13.66,287,256,No
1042,Telangana,26,Prepaid,605.22,32.28,234,467,Yes
1043,Karnataka,63,Postpaid,152.38,8.39,91,360,No
1044,Andhra Pradesh,65,Postpaid,469.87,41.33,623,476,No
1045,Meghalaya,56,Prepaid,732.93,9.1,425,428,No
1046,Nagaland,27,Prepaid,785.32,60.41,415,449,Yes
1047,Himachal Pradesh,19,Postpaid,1306.04,78.79,337,338,Yes
1048,Bihar,52,Prepaid,287.92,89.69,730,178,No
1049,Mizoram,65,Prepaid,637.85,35.7,466,240,Yes
1050,Uttarakhand,64,Postpaid,1389.3,91.75,370,209,Yes
1051,Rajasthan,21,Prepaid,1364.15,67.44,843,204,Yes
1052,Nagaland,30,Postpaid,495.47,88.91,925,133,No
1053,Gujarat,20,Prepaid,439.84,24.36,771,439,Yes
1054,Telangana,46,Prepaid,1560.73,7.33,450,58,No
1055,Assam,40,Prepaid,135.13,54.05,485,460,No
1056,Uttarakhand,23,Postpaid,755.6,98.2,623,65,No
1057,Arunachal Pradesh,44,Prepaid,1810.5,84.76,713,477,Yes
1058,Mizoram,49,Postpaid,1813.59,17.72,822,209,Yes
1059,Sikkim,22,Postpaid,1621.71,88.9,749,12,Yes
1060,Assam,26,Prepaid,1599.62,21.8,371,35,No
1061,Goa,37,Postpaid,1966.21,37.9,950,491,Yes
1062,Telangana,27,Prepaid,1385.64,22.3,99,117,Yes
1063,Telangana,35,Prepaid,1441.2,1.95,742,212,No
1064,Chhattisgarh,27,Prepaid,1971.74,75.08,512,494,No
1065,Gujarat,44,Postpaid,1976,92.08,331,232,No
1066,Telangana,47,Prepaid,143.01,57.04,167,173,Yes
1067,Chhattisgarh,24,Postpaid,957.23,16.26,740,21,No
1068,Uttarakhand,20,Prepaid,1403.55,56.02,487,89,Yes
1069,Punjab,60,Prepaid,995.67,69.13,451,444,Yes
1070,Kerala,64,Postpaid,127.43,48.92,557,117,No
1071,Chhattisgarh,47,Prepaid,297.69,64.99,291,484,Yes
1072,Himachal Pradesh,53,Postpaid,384.17,82.58,748,411,Yes
1073,Tripura,44,Postpaid,1022.41,98.42,196,62,Yes
1074,Goa,54,Postpaid,1829.36,68.77,177,68,No
1075,Manipur,47,Postpaid,1573.35,25.96,343,34,No
1076,Odisha,35,Postpaid,1961.28,69.02,105,259,No
1077,Chhattisgarh,69,Prepaid,1375.07,82.43,468,490,No
1078,Punjab,41,Prepaid,540.57,71.01,597,180,Yes
1079,Kerala,52,Postpaid,1052.21,18.63,462,57,Yes
1080,Jharkhand,21,Prepaid,1309.33,18.88,295,144,No
1081,Chhattisgarh,30,Postpaid,1154.93,80.59,153,368,Yes
1082,Goa,63,Postpaid,1620.67,36.78,201,312,Yes
1083,Kerala,38,Prepaid,219.55,32.5,109,16,No
1084,Sikkim,39,Postpaid,685.67,37.22,594,231,Yes
1085,Punjab,48,Postpaid,1635.97,5.59,687,290,No
1086,West Bengal,26,Prepaid,1061.13,43.57,782,273,Yes
1087,Tripura,67,Postpaid,1374.24,82.26,53,455,Yes
1088,Jharkhand,60,Prepaid,1368.53,81.42,629,382,No
1089,Punjab,61,Prepaid,658.53,60.12,468,271,No
1090,West Bengal,32,Prepaid,187.59,14.32,147,48,No
1091,Tripura,58,Prepaid,827.11,6.26,385,28,No
1092,Meghalaya,52,Postpaid,683.86,58.03,850,158,Yes
1093,Andhra Pradesh,66,Postpaid,788.12,25.48,745,300,Yes
1094,Chhattisgarh,50,Postpaid,784.9,61.82,652,211,Yes
1095,Meghalaya,28,Prepaid,1309.52,79.08,520,270,Yes
1096,Goa,69,Prepaid,1221.57,6.4,571,303,Yes
1097,Manipur,32,Postpaid,955.64,33.93,260,414,Yes
1098,Maharashtra,64,Prepaid,280.18,3.39,902,12,Yes
1099,West Bengal,19,Postpaid,1071.41,78.94,113,356,Yes
1100,Tamil Nadu,37,Postpaid,1652.57,54.98,133,248,Yes
1101,Meghalaya,39,Postpaid,333.99,15.29,483,254,No
1102,Madhya Pradesh,36,Postpaid,1983.29,82.72,802,38,Yes
1103,Arunachal Pradesh,42,Prepaid,210,51.81,707,494,Yes
1104,Rajasthan,61,Postpaid,1239.96,19.28,672,153,Yes
1105,Maharashtra,32,Postpaid,1135.54,32.69,505,314,No
1106,Goa,66,Postpaid,479.83,79.6,813,49,No
1107,Sikkim,60,Prepaid,842.42,80.34,863,150,No
1108,Kerala,50,Prepaid,1555.95,44.19,227,351,Yes
1109,Odisha,61,Prepaid,595.47,74.93,685,135,Yes
1110,Nagaland,56,Postpaid,1862.77,71.09,376,198,No
1111,Karnataka,68,Prepaid,998.58,29.34,111,449,No
1112,Gujarat,20,Prepaid,247.51,61.37,257,276,Yes
1113,Bihar,25,Prepaid,1400.95,82.32,462,11,No
1114,Uttarakhand,57,Prepaid,1284.69,57.04,901,0,No
1115,Haryana,69,Prepaid,1215.42,78.91,381,103,No
1116,Meghalaya,69,Prepaid,634.72,49.28,236,122,Yes
1117,Goa,63,Postpaid,1744.44,4.42,213,10,Yes
1118,Nagaland,67,Postpaid,772.12,77.66,625,48,Yes
1119,Mizoram,58,Prepaid,766.77,6.2,370,195,No
1120,Karnataka,28,Prepaid,1819.84,91.74,530,386,Yes
1121,Goa,37,Postpaid,1968.04,24.36,410,344,No
1122,Andhra Pradesh,19,Postpaid,1160.21,31.87,913,176,No
1123,Jharkhand,21,Prepaid,1032.9,94.89,810,343,No
1124,Bihar,50,Prepaid,1466.17,40.22,884,437,Yes
1125,Madhya Pradesh,70,Postpaid,1182.59,65.44,687,142,No
1126,Tripura,53,Postpaid,1389.61,65.27,421,14,No
1127,Meghalaya,57,Prepaid,1138.86,42.79,667,292,Yes
1128,Maharashtra,36,Postpaid,1431.6,96.83,971,355,No
1129,Tamil Nadu,41,Prepaid,63.95,16.58,845,84,Yes
1130,Manipur,25,Postpaid,477.27,87.18,733,380,No
1131,West Bengal,53,Prepaid,1311.71,56.97,184,315,Yes
1132,Meghalaya,42,Prepaid,1947.81,5.3,822,367,Yes
1133,Meghalaya,50,Prepaid,57.84,87.95,559,254,Yes
1134,Bihar,18,Postpaid,1432.24,38.31,974,51,Yes
1135,Uttar Pradesh,43,Postpaid,341.67,2.4,324,204,Yes
1136,Rajasthan,64,Prepaid,1792.21,46.51,956,341,Yes
1137,Haryana,56,Prepaid,618.81,29.59,518,86,Yes
1138,Odisha,55,Prepaid,651.47,52.12,318,184,Yes
1139,Jharkhand,36,Postpaid,1341.1,80.95,702,194,Yes
1140,Odisha,44,Postpaid,996.41,75.82,166,208,Yes
1141,Gujarat,60,Postpaid,515.15,81.8,956,337,Yes
1142,Bihar,19,Prepaid,1783.79,67.89,594,178,Yes
1143,Punjab,37,Prepaid,1898.33,62.43,58,146,Yes
1144,Mizoram,20,Prepaid,1967.32,94.62,730,29,No
1145,Uttarakhand,34,Postpaid,110.97,6.54,565,104,Yes
1146,Tamil Nadu,40,Postpaid,848.93,94.24,969,67,No
1147,Manipur,22,Postpaid,528.93,38.57,488,407,Yes
1148,Bihar,42,Postpaid,421.45,53.36,651,277,Yes
1149,Goa,43,Prepaid,326.39,89.43,981,83,No
1150,Maharashtra,25,Prepaid,1944.81,76.18,551,281,No
1151,Rajasthan,23,Prepaid,758.74,8.66,216,388,Yes
1152,Meghalaya,38,Postpaid,317.37,49.99,935,294,Yes
1153,Tamil Nadu,38,Prepaid,1910.95,95.3,678,419,No
1154,Madhya Pradesh,35,Prepaid,1550.17,1.06,97,162,No
1155,Assam,46,Prepaid,66.06,6.3,574,397,No
1156,Gujarat,24,Postpaid,800.73,50.96,942,194,No
1157,Chhattisgarh,68,Postpaid,629.57,24.02,465,263,No
1158,Uttar Pradesh,66,Prepaid,357.48,55.57,901,420,No
1159,Tripura,34,Postpaid,1287.58,67.34,213,475,Yes
1160,Manipur,44,Postpaid,1075.87,34.32,631,87,Yes
1161,Rajasthan,52,Postpaid,759.36,71.28,589,137,Yes
1162,Tripura,33,Postpaid,772.24,9.71,729,448,No
1163,Uttarakhand,64,Postpaid,300.23,3.07,291,135,Yes
1164,Gujarat,31,Postpaid,974.71,18.4,162,463,No
1165,Odisha,35,Prepaid,1661.24,68.01,763,188,No
1166,Odisha,49,Postpaid,1113.46,13.43,292,438,No
1167,Karnataka,24,Prepaid,1106.46,82.98,511,226,No
1168,Telangana,37,Prepaid,291.93,43.76,636,48,Yes
1169,Tripura,41,Prepaid,675.08,77.22,587,494,Yes
1170,Meghalaya,52,Prepaid,1020.7,41.72,279,273,Yes
1171,Rajasthan,53,Postpaid,1404.2,76.94,551,310,Yes
1172,Himachal Pradesh,25,Prepaid,1262.15,66.53,96,421,No
1173,Karnataka,54,Prepaid,1759.94,18.29,88,469,No
1174,Uttar Pradesh,66,Prepaid,903.9,24.87,944,332,Yes
1175,Tamil Nadu,45,Prepaid,1266.87,8.42,376,417,No
1176,Rajasthan,20,Postpaid,1609.95,25.13,58,386,No
1177,Telangana,37,Postpaid,670.92,41.72,368,246,Yes
1178,Manipur,29,Prepaid,1940.83,4.28,722,141,No
1179,Chhattisgarh,18,Prepaid,1986.13,17.22,370,306,No
1180,Tripura,55,Prepaid,892.11,21.42,489,481,Yes
1181,Meghalaya,66,Prepaid,1373.94,56.79,719,189,No
1182,Himachal Pradesh,54,Prepaid,1342.33,46.2,90,422,Yes
1183,Madhya Pradesh,31,Postpaid,1953.01,59.61,891,107,No
1184,Mizoram,62,Prepaid,1896.87,58.53,61,250,No
1185,Bihar,33,Prepaid,570.65,42.31,452,239,Yes
1186,Bihar,59,Prepaid,1413.24,10.88,524,260,No
1187,Meghalaya,28,Postpaid,1848.61,62.76,878,6,No
1188,Andhra Pradesh,69,Prepaid,313.62,39.84,327,88,Yes
1189,Jharkhand,60,Postpaid,499.94,22.68,376,332,No
1190,Meghalaya,66,Postpaid,1976.57,98.09,747,427,No
1191,Mizoram,64,Prepaid,397.37,39.19,285,439,Yes
1192,Rajasthan,24,Prepaid,767,49.12,760,113,No
1193,Uttarakhand,37,Prepaid,664.45,27.38,342,188,No
1194,Uttarakhand,54,Postpaid,1240.48,63,503,298,No
1195,Goa,56,Prepaid,1337.15,23.17,780,256,Yes
1196,Chhattisgarh,38,Postpaid,1299.12,1.66,990,364,Yes
1197,Telangana,26,Prepaid,176.81,49.01,847,373,No
1198,West Bengal,55,Postpaid,763.34,61.27,431,385,No
1199,Punjab,48,Prepaid,1987.71,97.22,231,297,Yes
1200,Rajasthan,18,Prepaid,353.02,45.01,541,0,No
1201,Mizoram,51,Prepaid,1363.64,63.55,160,4,No
1202,Goa,18,Postpaid,1020.58,78.3,369,50,Yes
1203,Gujarat,70,Postpaid,554.99,41.99,459,200,Yes
1204,Jharkhand,64,Prepaid,691.7,19,80,300,Yes
1205,Uttarakhand,36,Prepaid,1363.47,98.22,202,189,Yes
1206,Andhra Pradesh,53,Postpaid,1235.86,34.37,798,161,No
1207,Andhra Pradesh,69,Postpaid,312.96,1.72,236,486,No
1208,Tripura,39,Prepaid,335.29,29.56,104,326,Yes
1209,Nagaland,37,Postpaid,316.84,78.66,78,153,No
1210,Himachal Pradesh,58,Prepaid,1312.97,56.44,738,61,Yes
1211,Meghalaya,69,Prepaid,268.19,71.52,588,416,Yes
1212,Manipur,64,Postpaid,1609.41,85.53,729,202,Yes
1213,Sikkim,41,Prepaid,386.78,15.49,589,490,No
1214,Himachal Pradesh,24,Prepaid,1424.59,91.97,86,136,No
1215,Madhya Pradesh,37,Postpaid,165.4,27.88,892,333,No
1216,Rajasthan,32,Postpaid,569.8,47.21,184,429,No
1217,Jharkhand,24,Postpaid,222.49,34.91,667,496,No
1218,Mizoram,56,Postpaid,1727.98,23.8,652,31,Yes
1219,Meghalaya,68,Postpaid,1442.09,2.54,972,14,Yes
1220,Haryana,32,Postpaid,1955.02,99.32,452,221,Yes
1221,Himachal Pradesh,45,Prepaid,1112.52,17.19,897,445,Yes
1222,Maharashtra,29,Prepaid,1580.6,94.78,136,491,Yes
1223,Assam,29,Postpaid,123.63,88.4,684,110,No
1224,Jharkhand,51,Postpaid,484.37,56.06,822,284,No
1225,Chhattisgarh,18,Prepaid,1406.02,2.63,479,48,Yes
1226,Andhra Pradesh,21,Prepaid,191.97,19.8,409,148,No
1227,Kerala,23,Postpaid,1522.82,7.96,481,116,Yes
1228,Goa,58,Prepaid,471.58,21.96,808,100,No
1229,Jharkhand,58,Postpaid,246.5,19.88,220,109,Yes
1230,Karnataka,29,Postpaid,748.69,46.13,266,449,Yes
1231,Chhattisgarh,43,Postpaid,707.12,60.87,265,0,No
1232,Uttar Pradesh,23,Postpaid,1097.46,58.29,139,249,Yes
1233,Punjab,23,Prepaid,937.01,67.19,923,328,Yes
1234,Sikkim,19,Postpaid,1796.73,70.94,980,13,No
1235,Maharashtra,19,Prepaid,1542.79,75.62,348,13,Yes
1236,Rajasthan,35,Prepaid,839.83,65.32,225,296,No
1237,Telangana,26,Prepaid,1197.07,71.05,717,81,No
1238,Karnataka,61,Postpaid,153.75,6.54,783,380,No
1239,Assam,64,Postpaid,1497.53,22.4,871,103,No
1240,Arunachal Pradesh,62,Postpaid,430.66,70.6,111,375,No
1241,Chhattisgarh,62,Prepaid,726.35,70.55,477,110,Yes
1242,Uttar Pradesh,26,Postpaid,1054.33,47.25,572,107,Yes
1243,Maharashtra,23,Postpaid,902.38,75.46,99,118,Yes
1244,Uttar Pradesh,29,Prepaid,1219.37,9.76,266,175,Yes
1245,Maharashtra,28,Postpaid,1412.48,19.27,193,173,No
1246,Himachal Pradesh,20,Prepaid,1622.36,3.35,377,448,No
1247,Odisha,18,Prepaid,581.91,16.58,414,102,Yes
1248,Madhya Pradesh,30,Prepaid,880.04,68.71,156,186,Yes
1249,Kerala,27,Prepaid,1267.31,37.33,860,239,Yes
1250,Gujarat,44,Prepaid,1008.62,25.53,92,464,No
1251,Maharashtra,57,Postpaid,393.01,37.59,881,270,No
1252,Kerala,26,Prepaid,1711.22,1.11,458,60,No
1253,Kerala,22,Postpaid,512,38.42,425,254,No
1254,Tamil Nadu,40,Postpaid,1610.73,15.3,618,100,No
1255,Odisha,22,Postpaid,1736.59,65.93,248,154,Yes
1256,Rajasthan,27,Postpaid,534.36,87.39,163,495,No
1257,Manipur,54,Prepaid,1373.23,48.8,836,182,No
1258,Chhattisgarh,68,Postpaid,1279.15,73.37,698,346,Yes
1259,Punjab,23,Postpaid,1930.06,32.47,301,136,No
1260,Nagaland,34,Postpaid,1867.8,87.13,524,208,No
1261,Sikkim,28,Prepaid,1048.86,22.61,650,244,Yes
1262,Gujarat,39,Postpaid,1550.01,18.33,885,122,Yes
1263,Haryana,56,Postpaid,581.66,35.08,745,239,No
1264,Bihar,22,Prepaid,1805.68,98.55,337,395,No
1265,Himachal Pradesh,36,Postpaid,850.52,65.51,76,193,No
1266,Rajasthan,28,Postpaid,887.1,9.19,438,175,Yes
1267,Odisha,34,Prepaid,418.73,44.52,426,88,No
1268,Kerala,26,Postpaid,1506.45,2.43,589,269,No
1269,Kerala,49,Postpaid,159.9,12.97,94,357,Yes
1270,Sikkim,29,Prepaid,596.59,69.58,928,219,No
1271,Mizoram,38,Prepaid,129.25,16.14,701,259,No
1272,Jharkhand,50,Postpaid,831.42,2.64,280,423,No
1273,Tripura,46,Prepaid,911.52,42.92,439,69,No
1274,Uttarakhand,65,Prepaid,439.01,70.16,487,93,No
1275,Arunachal Pradesh,19,Prepaid,993.02,49.44,172,73,Yes
1276,Arunachal Pradesh,60,Prepaid,394.96,86.58,441,308,No
1277,Tamil Nadu,61,Prepaid,1948.66,36.47,316,297,No
1278,Uttarakhand,43,Prepaid,1284.65,45.94,249,335,Yes
1279,Kerala,44,Prepaid,1858.68,5.86,164,157,Yes
1280,Sikkim,19,Prepaid,1461.44,2.04,254,443,Yes
1281,Sikkim,64,Prepaid,756.22,44.17,456,488,Yes
1282,Uttarakhand,49,Prepaid,143.2,96.08,501,237,No
1283,Tripura,55,Prepaid,1579.26,85.77,690,357,No
1284,West Bengal,38,Postpaid,71.07,63.7,621,309,Yes
1285,Maharashtra,42,Prepaid,1883.87,93.46,832,313,No
1286,Uttar Pradesh,48,Postpaid,522.77,6.07,406,278,Yes
1287,Karnataka,22,Postpaid,287.05,22.87,721,221,Yes
1288,Punjab,52,Prepaid,1542.41,46.36,778,34,No
1289,Karnataka,56,Postpaid,1304.28,42.8,839,121,No
1290,Punjab,19,Postpaid,1586.05,8.9,718,109,No
1291,Goa,36,Postpaid,806.52,85.13,202,277,Yes
1292,Uttarakhand,24,Prepaid,947.76,55.12,113,197,Yes
1293,Haryana,29,Prepaid,1711.96,50.02,696,294,Yes
1294,Arunachal Pradesh,50,Postpaid,1312.61,50.71,363,418,No
1295,Odisha,20,Prepaid,293.77,11.08,588,413,Yes
1296,Sikkim,46,Postpaid,429.08,26.33,681,331,Yes
1297,Uttarakhand,60,Prepaid,646.2,94.27,641,3,Yes
1298,Arunachal Pradesh,29,Prepaid,1978.89,75.1,488,184,Yes
1299,Tripura,49,Postpaid,51.75,99.72,116,299,Yes
1300,Uttarakhand,45,Prepaid,1234.34,6.68,814,152,Yes
1301,Uttarakhand,21,Prepaid,366.71,49.68,944,194,No
1302,Assam,60,Prepaid,101.14,98.31,828,98,Yes
1303,Goa,49,Prepaid,260.37,56.22,387,441,No
1304,Jharkhand,30,Prepaid,1058.06,60.69,896,235,Yes
1305,Uttarakhand,58,Prepaid,425.65,37.39,337,479,Yes
1306,Chhattisgarh,67,Prepaid,368.8,63.73,94,434,No
1307,Madhya Pradesh,42,Postpaid,1673.96,61.44,87,78,No
1308,Haryana,26,Postpaid,53.82,25.56,147,17,No
1309,Uttar Pradesh,24,Postpaid,132.25,82.38,503,56,No
1310,Kerala,41,Postpaid,1147.51,85.28,977,66,No
1311,Telangana,52,Prepaid,554.75,99.35,963,265,No
1312,Gujarat,39,Postpaid,1330.11,88.65,102,86,No
1313,Andhra Pradesh,60,Postpaid,1822.1,10.85,589,317,Yes
1314,Tripura,34,Prepaid,1399.95,24.21,236,311,Yes
1315,Maharashtra,20,Prepaid,1681.33,71.16,326,162,Yes
1316,Jharkhand,62,Postpaid,1359.01,69.22,550,214,Yes
1317,Maharashtra,52,Prepaid,1003.63,84.35,605,238,Yes
1318,Gujarat,51,Postpaid,1666.86,30.25,470,304,Yes
1319,Gujarat,65,Postpaid,1738.75,52.2,978,428,No
1320,Punjab,32,Prepaid,618.65,11.38,368,407,Yes
1321,Madhya Pradesh,56,Prepaid,915.65,96.68,320,323,Yes
1322,Arunachal Pradesh,63,Postpaid,1323.36,92.63,606,409,Yes
1323,Manipur,64,Prepaid,1770.95,18.73,896,344,No
1324,Rajasthan,48,Postpaid,822.14,8.11,813,49,No
1325,Tamil Nadu,26,Postpaid,1798.62,22.57,195,349,Yes
1326,Gujarat,58,Prepaid,132.7,53.56,225,313,No
1327,Punjab,59,Prepaid,459.81,8.2,526,416,Yes
1328,Rajasthan,62,Prepaid,940.31,64.13,492,69,No
1329,Punjab,58,Postpaid,425.21,73.77,768,471,Yes
1330,Jharkhand,67,Postpaid,223.98,70.16,638,304,Yes
1331,Tripura,66,Postpaid,998.47,76.96,892,244,Yes
1332,Uttarakhand,38,Prepaid,1383.58,41.12,284,195,No
1333,Mizoram,70,Prepaid,1250.12,95.54,538,423,Yes
1334,Tamil Nadu,22,Prepaid,972.91,61.53,666,126,No
1335,Assam,20,Postpaid,1607.52,33.48,506,307,No
1336,Tamil Nadu,57,Prepaid,1231.82,90.86,305,58,Yes
1337,Sikkim,44,Prepaid,1360.99,94.03,149,194,No
1338,Punjab,47,Postpaid,1365.68,56.9,810,285,Yes
1339,Andhra Pradesh,52,Prepaid,504.39,73.06,86,462,Yes
1340,Meghalaya,23,Prepaid,1181.28,8.23,762,295,No
1341,Chhattisgarh,44,Prepaid,863.65,11.67,270,337,No
1342,Jharkhand,56,Prepaid,1362.15,47.81,389,303,Yes
1343,Odisha,36,Postpaid,836.07,30.97,596,57,Yes
1344,Nagaland,45,Postpaid,186.71,93.57,480,308,Yes
1345,Rajasthan,67,Prepaid,256.98,48.92,758,37,No
1346,Nagaland,26,Postpaid,497.82,64.92,266,488,Yes
1347,Karnataka,34,Prepaid,515.92,6.29,450,483,Yes
1348,Tamil Nadu,63,Prepaid,599.45,93.75,327,335,Yes
1349,Telangana,28,Prepaid,526.46,87,753,317,Yes
1350,Telangana,59,Prepaid,229.95,63.87,860,420,No
1351,Tamil Nadu,54,Postpaid,1581.01,72.23,764,240,Yes
1352,Uttarakhand,21,Prepaid,549.92,37.5,128,290,No
1353,Karnataka,29,Prepaid,523.31,45.1,233,73,Yes
1354,Bihar,36,Postpaid,557.98,3.72,619,378,No
1355,Sikkim,45,Postpaid,1757.05,74.48,407,134,No
1356,Tamil Nadu,55,Prepaid,850.52,20.26,704,351,Yes
1357,Tripura,53,Postpaid,1872.44,61.32,622,311,No
1358,Sikkim,62,Prepaid,1871.64,13.33,667,354,Yes
1359,Karnataka,51,Postpaid,93.22,22.91,989,343,No
1360,Meghalaya,69,Prepaid,1787.78,78.1,726,443,No
1361,Jharkhand,54,Postpaid,1094.92,51.51,92,280,No
1362,Assam,41,Postpaid,1899.07,73.17,744,30,No
1363,Uttar Pradesh,65,Prepaid,1529.08,60.27,327,362,No
1364,Nagaland,35,Postpaid,1804.35,41.3,696,360,Yes
1365,Punjab,69,Postpaid,1364.8,21.76,328,217,No
1366,Madhya Pradesh,53,Prepaid,569.07,63.25,655,233,No
1367,Goa,41,Prepaid,1177.32,9.35,816,143,No
1368,West Bengal,68,Postpaid,602.8,30.1,304,474,Yes
1369,Haryana,22,Postpaid,66.85,54.7,567,385,No
1370,West Bengal,44,Prepaid,1681.91,68.35,399,131,No
1371,Kerala,52,Prepaid,410.57,1.29,71,463,Yes
1372,Andhra Pradesh,23,Prepaid,397.61,34.44,913,66,Yes
1373,Goa,50,Postpaid,654.64,34.67,890,186,Yes
1374,Maharashtra,61,Prepaid,1146.15,90.21,206,192,Yes
1375,Arunachal Pradesh,64,Prepaid,1150.55,53.28,126,299,No
1376,Chhattisgarh,23,Postpaid,1073.14,50.94,463,298,No
1377,Manipur,23,Postpaid,1744.01,87.05,624,10,No
1378,Uttar Pradesh,22,Prepaid,344.68,74.73,364,334,Yes
1379,Arunachal Pradesh,60,Postpaid,978.67,75.84,508,286,Yes
1380,Andhra Pradesh,62,Postpaid,1348.24,76.96,818,323,Yes
1381,Madhya Pradesh,69,Postpaid,637.67,76.25,785,368,Yes
1382,Tamil Nadu,27,Prepaid,584.12,58.69,906,420,No
1383,Arunachal Pradesh,48,Prepaid,1525.17,63.28,458,7,No
1384,Sikkim,27,Postpaid,690.15,62.14,731,341,Yes
