UserId,EducationLevel,Occupation
YBI3858,High School,Office
YBI3859,High School,Office
YBI3860,Graduate,Self Employeed
YBI3861,Graduate,Self Employeed
YBI3862,Graduate,Self Employeed
YBI3863,Graduate,Self Employeed
YBI3864,Graduate,Self Employeed
YBI3865,Graduate,Self Employeed
YBI3866,High School,Factory
YBI3867,Graduate,Self Employeed
YBI3868,Graduate,Self Employeed
YBI3869,Graduate,Self Employeed
YBI3870,Graduate,Self Employeed
YBI3871,High School,Office
YBI3872,High School,Factory
YBI3873,High School,Office
YBI3874,High School,Office
YBI3875,High School,Office
YBI3876,High School,Office
YBI3877,High School,Office
YBI3878,High School,Office
YBI3879,High School,Office
YBI3880,High School,Office
YBI3881,High School,Office
YBI3882,High School,Office
YBI3883,High School,Office
YBI3884,High School,Office
YBI3885,High School,Office
YBI3886,High School,Office
YBI3887,High School,Office
YBI3888,High School,Office
YBI3889,High School,Office
YBI3890,High School,Office
YBI3891,High School,Office
YBI3892,High School,Office
YBI3893,Graduate,Self Employeed
YBI3894,Graduate,Self Employeed
YBI3895,Graduate,Self Employeed
YBI3896,Graduate,Self Employeed
YBI3897,Graduate,Self Employeed
YBI3898,Graduate,Self Employeed
YBI3899,Graduate,Self Employeed
YBI3900,Graduate,Self Employeed
YBI3901,High School,Factory
YBI3902,High School,Factory
YBI3903,High School,Factory
YBI3904,Graduate,Office
YBI3905,Graduate,Office
YBI3906,Graduate,Office
YBI3907,Graduate,Office
YBI3908,Graduate,Office
YBI3909,Graduate,Office
YBI3910,Graduate,Office
YBI3911,Graduate,Office
YBI3912,Graduate,Office
YBI3913,High School,Factory
YBI3914,High School,Factory
YBI3915,High School,Factory
YBI3916,High School,Factory
YBI3917,High School,Factory
YBI3918,High School,Factory
YBI3919,Graduate,Office
YBI3920,Graduate,Office
YBI3921,Graduate,Office
YBI3922,High School,Factory
YBI3923,High School,Factory
YBI3924,Graduate,Office
YBI3925,Graduate,Office
YBI3926,Graduate,Office
YBI3927,Graduate,Office
YBI3928,Graduate,Office
YBI3929,Graduate,Self Employeed
YBI3930,High School,Factory
YBI3931,High School,Factory
YBI3932,High School,Factory
YBI3933,High School,Factory
YBI3934,Graduate,Self Employeed
YBI3935,High School,Factory
YBI3936,High School,Factory
YBI3937,High School,Factory
YBI3938,High School,Factory
YBI3939,High School,Factory
YBI3940,High School,Factory
YBI3941,High School,Factory
YBI3942,High School,Factory
YBI3943,High School,Factory
YBI3944,Graduate,Professional
YBI3945,Graduate,Professional
YBI3946,Graduate,Professional
YBI3947,High School,Factory
YBI3948,High School,Office
YBI3949,Graduate,Self Employeed
YBI3950,Graduate,Self Employeed
YBI3951,Graduate,Self Employeed
YBI3952,High School,Office
YBI3953,High School,Office
YBI3954,Graduate,Self Employeed
YBI3955,Graduate,Self Employeed
YBI3956,High School,Office
YBI3957,High School,Office
YBI3958,High School,Office
YBI3959,High School,Factory
YBI3960,High School,Factory
YBI3961,High School,Office
YBI3962,High School,Office
YBI3963,High School,Office
YBI3964,Graduate,Self Employeed
YBI3965,Graduate,Self Employeed
YBI3966,Graduate,Self Employeed
YBI3967,High School,Office
YBI3968,High School,Office
YBI3969,High School,Office
YBI3970,High School,Office
YBI3971,High School,Office
YBI3972,High School,Office
YBI3973,High School,Office
YBI3974,High School,Factory
YBI3975,High School,Factory
YBI3976,High School,Factory
YBI3977,High School,Factory
YBI3978,High School,Factory
YBI3979,High School,Factory
YBI3980,High School,Factory
YBI3981,High School,Office
YBI3982,High School,Office
YBI3983,High School,Self Employeed
YBI3984,High School,Self Employeed
YBI3985,High School,Office
YBI3986,High School,Office
YBI3987,High School,Office
YBI3988,High School,Office
YBI3989,High School,Self Employeed
YBI3990,High School,Self Employeed
YBI3991,High School,Self Employeed
YBI3992,High School,Office
YBI3993,High School,Office
YBI3994,High School,Office
YBI3995,High School,Office
YBI3996,High School,Office
YBI3997,High School,Office
YBI3998,High School,Office
YBI3999,High School,Office
YBI4000,High School,Office
YBI4001,High School,Office
YBI4002,High School,Office
YBI4003,Graduate,Self Employeed
YBI4004,Graduate,Self Employeed
YBI4005,High School,Office
YBI4006,High School,Office
YBI4007,Graduate,Self Employeed
YBI4008,Graduate,Self Employeed
YBI4009,Graduate,Self Employeed
YBI4010,Graduate,Self Employeed
YBI4011,Graduate,Self Employeed
YBI4012,Graduate,Self Employeed
YBI4013,Graduate,Self Employeed
YBI4014,High School,Factory
YBI4015,High School,Factory
YBI4016,High School,Office
YBI4017,High School,Office
YBI4018,High School,Office
YBI4019,High School,Office
YBI4020,High School,Office
YBI4021,High School,Office
YBI4022,High School,Office
YBI4023,High School,Office
YBI4024,High School,Office
YBI4025,High School,Office
YBI4026,High School,Office
YBI4027,High School,Office
YBI4028,High School,Office
YBI4029,High School,Office
YBI4030,High School,Office
YBI4031,High School,Office
YBI4032,High School,Office
YBI4033,High School,Office
YBI4034,High School,Office
YBI4035,High School,Office
YBI4036,High School,Office
YBI4037,High School,Office
YBI4038,High School,Office
YBI4039,High School,Office
YBI4040,High School,Office
YBI4041,High School,Office
YBI4042,High School,Office
YBI4043,Graduate,Self Employeed
YBI4044,Graduate,Self Employeed
YBI4045,Graduate,Self Employeed
YBI4046,Graduate,Self Employeed
YBI4047,Graduate,Self Employeed
YBI4048,Graduate,Self Employeed
YBI4049,Graduate,Self Employeed
YBI4050,High School,Factory
YBI4051,High School,Factory
YBI4052,Graduate,Office
YBI4053,Graduate,Office
YBI4054,Graduate,Office
YBI4055,Graduate,Office
YBI4056,Graduate,Office
YBI4057,Graduate,Office
YBI4058,Graduate,Office
YBI4059,High School,Factory
YBI4060,High School,Factory
YBI4061,Graduate,Office
YBI4062,Graduate,Office
YBI4063,Graduate,Office
YBI4064,High School,Factory
YBI4065,High School,Factory
YBI4066,Graduate,Office
YBI4067,Graduate,Office
YBI4068,High School,Factory
YBI4069,Graduate,Office
YBI4070,Graduate,Office
YBI4071,High School,Factory
YBI4072,High School,Factory
YBI4073,High School,Factory
YBI4074,High School,Factory
YBI4075,Graduate,Self Employeed
YBI4076,Graduate,Self Employeed
YBI4077,High School,Factory
YBI4078,Graduate,Self Employeed
YBI4079,Graduate,Self Employeed
YBI4080,High School,Factory
YBI4081,High School,Factory
YBI4082,High School,Factory
YBI4083,High School,Factory
YBI4084,High School,Factory
YBI4085,Graduate,Professional
YBI4086,High School,Office
YBI4087,High School,Office
YBI4088,Graduate,Self Employeed
YBI4089,Graduate,Self Employeed
YBI4090,Graduate,Self Employeed
YBI4091,Graduate,Self Employeed
YBI4092,High School,Office
YBI4093,High School,Office
YBI4094,High School,Office
YBI4095,Graduate,Self Employeed
YBI4096,High School,Office
YBI4097,High School,Factory
YBI4098,High School,Factory
YBI4099,High School,Office
YBI4100,High School,Office
YBI4101,High School,Office
YBI4102,Graduate,Self Employeed
YBI4103,Graduate,Self Employeed
YBI4104,High School,Office
YBI4105,High School,Office
YBI4106,High School,Office
YBI4107,High School,Office
YBI4108,High School,Office
YBI4109,High School,Office
YBI4110,High School,Office
YBI4111,High School,Office
YBI4112,High School,Factory
YBI4113,High School,Factory
YBI4114,High School,Factory
YBI4115,High School,Factory
YBI4116,High School,Factory
YBI4117,High School,Office
YBI4118,High School,Office
YBI4119,High School,Factory
YBI4120,High School,Factory
YBI4121,High School,Factory
YBI4122,High School,Factory
YBI4123,High School,Office
YBI4124,High School,Office
YBI4125,High School,Factory
YBI4126,High School,Factory
YBI4127,High School,Factory
YBI4128,High School,Factory
YBI4129,High School,Factory
YBI4130,High School,Factory
YBI4131,High School,Factory
YBI4132,High School,Self Employeed
YBI4133,High School,Self Employeed
YBI4134,High School,Office
YBI4135,High School,Office
YBI4136,High School,Self Employeed
YBI4137,High School,Self Employeed
YBI4138,High School,Self Employeed
YBI4139,High School,Self Employeed
YBI4140,High School,Self Employeed
YBI4141,High School,Office
YBI4142,High School,Office
YBI4143,High School,Office
YBI4144,High School,Self Employeed
YBI4145,High School,Self Employeed
YBI4146,High School,Self Employeed
YBI4147,High School,Self Employeed
YBI4148,High School,Self Employeed
YBI4149,High School,Office
YBI4150,High School,Self Employeed
YBI4151,High School,Self Employeed
YBI4152,High School,Office
YBI4153,High School,Office
YBI4154,High School,Self Employeed
YBI4155,High School,Factory
YBI4156,High School,Factory
YBI4157,Graduate,Office
YBI4158,High School,Factory
YBI4159,High School,Factory
YBI4160,High School,Factory
YBI4161,High School,Factory
YBI4162,High School,Factory
YBI4163,Graduate,Office
YBI4164,Graduate,Office
YBI4165,Graduate,Office
YBI4166,High School,Factory
YBI4167,High School,Factory
YBI4168,High School,Factory
YBI4169,High School,Factory
YBI4170,High School,Factory
YBI4171,High School,Factory
YBI4172,High School,Factory
YBI4173,Graduate,Office
YBI4174,Graduate,Office
YBI4175,Graduate,Office
YBI4176,High School,Factory
YBI4177,High School,Factory
YBI4178,High School,Factory
YBI4179,High School,Factory
YBI4180,High School,Factory
YBI4181,High School,Factory
YBI4182,High School,Factory
YBI4183,High School,Factory
YBI4184,High School,Factory
YBI4185,Graduate,Office
YBI4186,Graduate,Office
YBI4187,High School,Factory
YBI4188,Graduate,Office
YBI4189,Graduate,Office
YBI4190,Graduate,Office
YBI4191,Graduate,Office
YBI4192,High School,Factory
YBI4193,High School,Factory
YBI4194,High School,Factory
YBI4195,High School,Factory
YBI4196,High School,Factory
YBI4197,High School,Factory
YBI4198,Graduate,Office
YBI4199,Graduate,Office
YBI4200,Graduate,Office
YBI4201,Graduate,Office
YBI4202,Graduate,Office
YBI4203,High School,Factory
YBI4204,Graduate,Office
YBI4205,Graduate,Office
YBI4206,Graduate,Office
YBI4207,Graduate,Office
YBI4208,Graduate,Office
YBI4209,Graduate,Office
YBI4210,Graduate,Office
YBI4211,Graduate,Office
YBI4212,Graduate,Office
YBI4213,Graduate,Self Employeed
YBI4214,Graduate,Self Employeed
YBI4215,Graduate,Self Employeed
YBI4216,Graduate,Self Employeed
YBI4217,High School,Factory
YBI4218,High School,Factory
YBI4219,High School,Professional
YBI4220,High School,Professional
YBI4221,High School,Professional
YBI4222,High School,Professional
YBI4223,Graduate,Management
YBI4224,Graduate,Management
YBI4225,High School,Professional
YBI4226,High School,Professional
YBI4227,Graduate,Management
YBI4228,Graduate,Management
YBI4229,High School,Professional
YBI4230,High School,Professional
YBI4231,High School,Professional
YBI4232,High School,Professional
YBI4233,High School,Professional
YBI4234,High School,Professional
YBI4235,High School,Professional
YBI4236,High School,Professional
YBI4237,High School,Professional
YBI4238,High School,Professional
YBI4239,High School,Professional
YBI4240,High School,Professional
YBI4241,High School,Professional
YBI4242,High School,Management
YBI4243,High School,Management
YBI4244,High School,Management
YBI4245,High School,Management
YBI4246,High School,Professional
YBI4247,Graduate,Professional
YBI4248,Graduate,Professional
YBI4249,Graduate,Professional
YBI4250,Graduate,Professional
YBI4251,Graduate,Professional
YBI4252,Graduate,Professional
YBI4253,Graduate,Professional
YBI4254,Graduate,Professional
YBI4255,Graduate,Professional
YBI4256,Graduate,Professional
YBI4257,Graduate,Professional
YBI4258,High School,Management
YBI4259,High School,Professional
YBI4260,Graduate,Professional
YBI4261,Graduate,Professional
YBI4262,High School,Management
YBI4263,High School,Management
YBI4264,High School,Management
YBI4265,Graduate,Professional
YBI4266,Graduate,Professional
YBI4267,Graduate,Professional
YBI4268,High School,Management
YBI4269,Graduate,Professional
YBI4270,Graduate,Professional
YBI4271,Graduate,Professional
YBI4272,High School,Management
YBI4273,High School,Management
YBI4274,Graduate,Professional
YBI4275,Graduate,Professional
YBI4276,High School,Management
YBI4277,High School,Professional
YBI4278,High School,Professional
YBI4279,High School,Professional
YBI4280,High School,Management
YBI4281,Graduate,Management
YBI4282,Graduate,Management
YBI4283,Graduate,Management
YBI4284,Graduate,Management
YBI4285,Graduate,Management
YBI4286,Graduate,Management
YBI4287,Graduate,Management
YBI4288,Graduate,Management
YBI4289,Graduate,Management
YBI4290,Graduate,Management
YBI4291,Graduate,Management
YBI4292,Graduate,Management
YBI4293,Graduate,Management
YBI4294,Graduate,Management
YBI4295,High School,Self Employeed
YBI4296,High School,Self Employeed
YBI4297,High School,Self Employeed
YBI4298,High School,Self Employeed
YBI4299,High School,Self Employeed
YBI4300,High School,Self Employeed
YBI4301,High School,Professional
YBI4302,High School,Professional
YBI4303,High School,Professional
YBI4304,High School,Self Employeed
YBI4305,High School,Self Employeed
YBI4306,High School,Self Employeed
YBI4307,High School,Self Employeed
YBI4308,High School,Self Employeed
YBI4309,High School,Professional
YBI4310,Graduate,Management
YBI4311,Graduate,Management
YBI4312,Graduate,Management
YBI4313,Graduate,Management
YBI4314,High School,Professional
YBI4315,High School,Professional
YBI4316,High School,Professional
YBI4317,High School,Professional
YBI4318,Graduate,Management
YBI4319,Graduate,Management
YBI4320,Graduate,Management
YBI4321,Graduate,Management
YBI4322,Graduate,Management
YBI4323,High School,Professional
YBI4324,High School,Professional
YBI4325,High School,Professional
YBI4326,High School,Professional
YBI4327,High School,Professional
YBI4328,High School,Professional
YBI4329,High School,Professional
YBI4330,Graduate,Professional
YBI4331,Graduate,Professional
YBI4332,Graduate,Professional
YBI4333,Graduate,Management
YBI4334,Graduate,Professional
YBI4335,Graduate,Professional
YBI4336,Graduate,Professional
YBI4337,High School,Self Employeed
YBI4338,Graduate,Professional
YBI4339,High School,Self Employeed
YBI4340,Graduate,Management
YBI4341,Graduate,Management
YBI4342,High School,Self Employeed
YBI4343,High School,Self Employeed
YBI4344,Graduate,Professional
YBI4345,Graduate,Professional
YBI4346,Graduate,Professional
YBI4347,Graduate,Professional
YBI4348,Graduate,Professional
YBI4349,Graduate,Professional
YBI4350,Graduate,Professional
YBI4351,Graduate,Professional
YBI4352,Graduate,Professional
YBI4353,Graduate,Professional
YBI4354,Graduate,Professional
YBI4355,High School,Self Employeed
YBI4356,Graduate,Professional
YBI4357,High School,Self Employeed
YBI4358,High School,Self Employeed
YBI4359,High School,Self Employeed
YBI4360,Graduate,Management
YBI4361,High School,Self Employeed
YBI4362,High School,Self Employeed
YBI4363,High School,Self Employeed
YBI4364,High School,Self Employeed
YBI4365,High School,Self Employeed
YBI4366,Graduate,Management
YBI4367,Graduate,Management
YBI4368,Graduate,Management
YBI4369,High School,Self Employeed
YBI4370,High School,Self Employeed
YBI4371,High School,Self Employeed
YBI4372,High School,Self Employeed
YBI4373,High School,Self Employeed
YBI4374,High School,Self Employeed
YBI4375,High School,Self Employeed
YBI4376,High School,Self Employeed
YBI4377,High School,Self Employeed
YBI4378,High School,Self Employeed
YBI4379,High School,Self Employeed
YBI4380,High School,Self Employeed
YBI4381,High School,Self Employeed
YBI4382,High School,Self Employeed
YBI4383,High School,Self Employeed
YBI4384,High School,Self Employeed
YBI4385,High School,Office
YBI4386,High School,Office
YBI4387,Graduate,Management
YBI4388,High School,Office
YBI4389,High School,Office
YBI4390,High School,Office
YBI4391,Graduate,Management
YBI4392,Graduate,Management
YBI4393,Graduate,Management
YBI4394,Graduate,Management
YBI4395,High School,Self Employeed
YBI4396,High School,Self Employeed
YBI4397,High School,Self Employeed
YBI4398,High School,Self Employeed
YBI4399,High School,Self Employeed
YBI4400,High School,Self Employeed
YBI4401,High School,Self Employeed
YBI4402,High School,Self Employeed
YBI4403,High School,Self Employeed
YBI4404,High School,Self Employeed
YBI4405,High School,Self Employeed
YBI4406,Graduate,Management
YBI4407,Graduate,Management
YBI4408,Graduate,Management
YBI4409,Graduate,Self Employeed
YBI4410,Graduate,Self Employeed
YBI4411,Graduate,Self Employeed
YBI4412,Graduate,Self Employeed
YBI4413,Graduate,Self Employeed
YBI4414,Graduate,Self Employeed
YBI4415,Graduate,Self Employeed
YBI4416,Graduate,Self Employeed
YBI4417,Graduate,Self Employeed
YBI4418,Graduate,Self Employeed
YBI4419,Graduate,Self Employeed
YBI4420,Graduate,Self Employeed
YBI4421,Graduate,Self Employeed
YBI4422,Graduate,Self Employeed
YBI4423,Graduate,Self Employeed
YBI4424,Graduate,Self Employeed
YBI4425,Graduate,Self Employeed
YBI4426,Graduate,Professional
YBI4427,Graduate,Professional
YBI4428,Graduate,Management
YBI4429,Graduate,Management
YBI4430,Graduate,Management
YBI4431,Graduate,Management
YBI4432,Graduate,Management
YBI4433,Graduate,Management
YBI4434,Graduate,Management
YBI4435,Graduate,Management
YBI4436,Graduate,Management
YBI4437,Graduate,Management
YBI4438,Graduate,Management
YBI4439,Graduate,Management
YBI4440,Graduate,Management
YBI4441,Graduate,Management
YBI4442,Graduate,Management
YBI4443,Graduate,Management
YBI4444,Graduate,Management
YBI4445,Graduate,Management
YBI4446,Graduate,Management
YBI4447,Graduate,Management
YBI4448,High School,Professional
YBI4449,High School,Professional
YBI4450,High School,Professional
YBI4451,Graduate,Management
YBI4452,Graduate,Management
YBI4453,Graduate,Management
YBI4454,High School,Professional
YBI4455,High School,Professional
YBI4456,High School,Professional
YBI4457,Graduate,Management
YBI4458,High School,Self Employeed
YBI4459,High School,Professional
YBI4460,High School,Professional
YBI4461,High School,Professional
YBI4462,High School,Professional
YBI4463,High School,Professional
YBI4464,High School,Self Employeed
YBI4465,High School,Professional
YBI4466,High School,Professional
YBI4467,High School,Professional
YBI4468,High School,Professional
YBI4469,High School,Professional
YBI4470,High School,Professional
YBI4471,High School,Professional
YBI4472,High School,Professional
YBI4473,High School,Professional
YBI4474,High School,Professional
YBI4475,Graduate,Management
YBI4476,High School,Professional
YBI4477,Graduate,Management
YBI4478,High School,Professional
YBI4479,High School,Professional
YBI4480,High School,Professional
YBI4481,Graduate,Management
YBI4482,Graduate,Management
YBI4483,Graduate,Management
YBI4484,Graduate,Management
YBI4485,High School,Professional
YBI4486,High School,Professional
YBI4487,High School,Professional
YBI4488,Graduate,Management
YBI4489,Graduate,Management
YBI4490,High School,Professional
YBI4491,Graduate,Management
YBI4492,High School,Professional
YBI4493,High School,Professional
YBI4494,High School,Professional
YBI4495,High School,Professional
YBI4496,Graduate,Management
YBI4497,Graduate,Management
YBI4498,Graduate,Management
YBI4499,High School,Professional
YBI4500,High School,Professional
YBI4501,High School,Professional
YBI4502,Graduate,Management
YBI4503,High School,Professional
YBI4504,High School,Professional
YBI4505,Graduate,Management
YBI4506,Graduate,Management
YBI4507,High School,Professional
YBI4508,High School,Professional
YBI4509,High School,Professional
YBI4510,High School,Professional
YBI4511,Graduate,Management
YBI4512,Graduate,Management
YBI4513,High School,Professional
YBI4514,High School,Professional
YBI4515,High School,Self Employeed
YBI4516,Graduate,Management
YBI4517,Graduate,Management
YBI4518,High School,Professional
YBI4519,High School,Professional
YBI4520,High School,Professional
YBI4521,High School,Self Employeed
YBI4522,High School,Self Employeed
YBI4523,High School,Self Employeed
YBI4524,High School,Self Employeed
YBI4525,High School,Self Employeed
YBI4526,High School,Professional
YBI4527,Graduate,Management
YBI4528,Graduate,Management
YBI4529,Graduate,Management
YBI4530,Graduate,Management
YBI4531,High School,Professional
YBI4532,High School,Professional
YBI4533,Graduate,Management
YBI4534,Graduate,Management
YBI4535,Graduate,Management
YBI4536,Graduate,Management
YBI4537,Graduate,Management
YBI4538,Graduate,Management
YBI4539,Graduate,Management
YBI4540,Graduate,Management
YBI4541,Graduate,Management
YBI4542,Graduate,Management
YBI4543,Graduate,Management
YBI4544,High School,Self Employeed
YBI4545,High School,Self Employeed
YBI4546,High School,Self Employeed
YBI4547,High School,Self Employeed
YBI4548,High School,Self Employeed
YBI4549,High School,Self Employeed
YBI4550,High School,Self Employeed
YBI4551,High School,Self Employeed
YBI4552,High School,Self Employeed
YBI4553,High School,Self Employeed
YBI4554,High School,Self Employeed
YBI4555,High School,Self Employeed
YBI4556,High School,Self Employeed
YBI4557,High School,Office
YBI4558,High School,Office
YBI4559,High School,Self Employeed
YBI4560,High School,Office
YBI4561,High School,Office
YBI4562,Graduate,Factory
YBI4563,Graduate,Factory
YBI4564,Graduate,Factory
YBI4565,Graduate,Factory
YBI4566,Graduate,Office
YBI4567,Graduate,Office
YBI4568,Graduate,Office
YBI4569,Graduate,Office
YBI4570,Graduate,Office
YBI4571,Graduate,Office
YBI4572,Graduate,Office
YBI4573,Graduate,Office
YBI4574,Graduate,Factory
YBI4575,Graduate,Factory
YBI4576,Graduate,Office
YBI4577,High School,Factory
YBI4578,Graduate,Office
YBI4579,High School,Factory
YBI4580,High School,Factory
YBI4581,High School,Factory
YBI4582,High School,Factory
YBI4583,Graduate,Office
YBI4584,High School,Factory
YBI4585,High School,Factory
YBI4586,High School,Factory
YBI4587,High School,Factory
YBI4588,Graduate,Self Employeed
YBI4589,Graduate,Self Employeed
YBI4590,Graduate,Self Employeed
YBI4591,Graduate,Professional
YBI4592,Graduate,Professional
YBI4593,Graduate,Self Employeed
YBI4594,Graduate,Self Employeed
YBI4595,Graduate,Self Employeed
YBI4596,Graduate,Self Employeed
YBI4597,Graduate,Self Employeed
YBI4598,Graduate,Professional
YBI4599,Graduate,Professional
YBI4600,Graduate,Professional
YBI4601,Graduate,Professional
YBI4602,Graduate,Professional
YBI4603,Graduate,Professional
YBI4604,Graduate,Professional
YBI4605,Graduate,Professional
YBI4606,Graduate,Professional
YBI4607,Graduate,Professional
YBI4608,Graduate,Professional
YBI4609,Graduate,Professional
YBI4610,Graduate,Professional
YBI4611,Graduate,Self Employeed
YBI4612,Graduate,Self Employeed
YBI4613,Graduate,Self Employeed
YBI4614,Graduate,Self Employeed
YBI4615,Graduate,Self Employeed
YBI4616,Graduate,Self Employeed
YBI4617,High School,Self Employeed
YBI4618,High School,Self Employeed
YBI4619,Graduate,Professional
YBI4620,Graduate,Professional
YBI4621,Graduate,Professional
YBI4622,Graduate,Professional
YBI4623,Graduate,Professional
YBI4624,Graduate,Self Employeed
YBI4625,Graduate,Self Employeed
YBI4626,Graduate,Self Employeed
YBI4627,Graduate,Professional
YBI4628,Graduate,Professional
YBI4629,Graduate,Professional
YBI4630,Graduate,Professional
YBI4631,Graduate,Professional
YBI4632,Graduate,Professional
YBI4633,Graduate,Professional
YBI4634,Graduate,Professional
YBI4635,Graduate,Professional
YBI4636,Graduate,Professional
YBI4637,Graduate,Professional
YBI4638,Graduate,Professional
YBI4639,Graduate,Professional
YBI4640,High School,Office
YBI4641,Graduate,Professional
YBI4642,Graduate,Self Employeed
YBI4643,Graduate,Professional
YBI4644,Graduate,Professional
YBI4645,Graduate,Self Employeed
YBI4646,Graduate,Self Employeed
YBI4647,Graduate,Self Employeed
YBI4648,Graduate,Self Employeed
YBI4649,Graduate,Professional
YBI4650,Graduate,Professional
YBI4651,Graduate,Professional
YBI4652,Graduate,Professional
YBI4653,Graduate,Professional
YBI4654,Graduate,Professional
YBI4655,Graduate,Professional
YBI4656,Graduate,Professional
YBI4657,Graduate,Professional
YBI4658,Graduate,Professional
YBI4659,Graduate,Professional
YBI4660,Graduate,Professional
YBI4661,Graduate,Professional
YBI4662,Graduate,Professional
YBI4663,Graduate,Professional
YBI4664,Graduate,Professional
YBI4665,High School,Self Employeed
YBI4666,High School,Self Employeed
YBI4667,High School,Self Employeed
YBI4668,High School,Self Employeed
YBI4669,High School,Self Employeed
YBI4670,High School,Self Employeed
YBI4671,High School,Self Employeed
YBI4672,High School,Self Employeed
YBI4673,High School,Self Employeed
YBI4674,Graduate,Professional
YBI4675,Graduate,Professional
YBI4676,High School,Self Employeed
YBI4677,High School,Self Employeed
YBI4678,High School,Self Employeed
YBI4679,High School,Self Employeed
YBI4680,Graduate,Professional
YBI4681,Graduate,Professional
YBI4682,Graduate,Professional
YBI4683,Graduate,Professional
YBI4684,Graduate,Professional
YBI4685,Graduate,Professional
YBI4686,Graduate,Professional
YBI4687,Graduate,Professional
YBI4688,Graduate,Professional
YBI4689,High School,Self Employeed
YBI4690,High School,Self Employeed
YBI4691,Graduate,Professional
YBI4692,Graduate,Professional
YBI4693,Graduate,Professional
YBI4694,Graduate,Professional
YBI4695,Graduate,Professional
YBI4696,Graduate,Professional
YBI4697,Graduate,Management
YBI4698,Graduate,Management
YBI4699,Graduate,Management
YBI4700,Graduate,Professional
YBI4701,Graduate,Professional
YBI4702,Graduate,Professional
YBI4703,Graduate,Professional
YBI4704,Graduate,Professional
YBI4705,Graduate,Professional
YBI4706,Graduate,Professional
YBI4707,Graduate,Management
YBI4708,Graduate,Management
YBI4709,Graduate,Management
YBI4710,Graduate,Management
YBI4711,Graduate,Management
YBI4712,Graduate,Management
YBI4713,Graduate,Professional
YBI4714,Graduate,Professional
YBI4715,Graduate,Management
YBI4716,Graduate,Professional
YBI4717,Graduate,Professional
YBI4718,Graduate,Professional
YBI4719,Graduate,Professional
YBI4720,Graduate,Professional
YBI4721,Graduate,Professional
YBI4722,Graduate,Professional
YBI4723,Graduate,Professional
YBI4724,Graduate,Professional
YBI4725,Graduate,Professional
YBI4726,Graduate,Professional
YBI4727,Graduate,Professional
YBI4728,Graduate,Professional
YBI4729,High School,Office
YBI4730,High School,Factory
YBI4731,High School,Office
YBI4732,High School,Factory
YBI4733,High School,Factory
YBI4734,High School,Factory
YBI4735,Graduate,Self Employeed
YBI4736,High School,Factory
YBI4737,High School,Factory
YBI4738,High School,Factory
YBI4739,Graduate,Self Employeed
YBI4740,Graduate,Self Employeed
YBI4741,Graduate,Self Employeed
YBI4742,Graduate,Self Employeed
YBI4743,High School,Factory
YBI4744,Graduate,Self Employeed
YBI4745,Graduate,Self Employeed
YBI4746,High School,Office
YBI4747,High School,Office
YBI4748,High School,Office
YBI4749,Graduate,Self Employeed
YBI4750,High School,Factory
YBI4751,High School,Factory
YBI4752,High School,Factory
YBI4753,High School,Factory
YBI4754,High School,Factory
YBI4755,High School,Factory
YBI4756,High School,Factory
YBI4757,High School,Office
YBI4758,High School,Office
YBI4759,High School,Factory
YBI4760,High School,Factory
YBI4761,High School,Factory
YBI4762,High School,Factory
YBI4763,High School,Factory
YBI4764,High School,Factory
YBI4765,Graduate,Office
YBI4766,High School,Factory
YBI4767,Graduate,Office
YBI4768,Graduate,Office
YBI4769,Graduate,Office
YBI4770,High School,Factory
YBI4771,High School,Factory
YBI4772,Graduate,Office
YBI4773,Graduate,Office
YBI4774,High School,Factory
YBI4775,High School,Factory
YBI4776,High School,Factory
YBI4777,Graduate,Office
YBI4778,High School,Factory
YBI4779,High School,Factory
YBI4780,High School,Factory
YBI4781,Graduate,Office
YBI4782,Graduate,Office
YBI4783,Graduate,Office
YBI4784,Graduate,Office
YBI4785,Graduate,Office
YBI4786,High School,Factory
YBI4787,Graduate,Office
YBI4788,Graduate,Office
YBI4789,Graduate,Office
YBI4790,High School,Factory
YBI4791,High School,Factory
YBI4792,High School,Factory
YBI4793,High School,Factory
YBI4794,Graduate,Office
YBI4795,Graduate,Office
YBI4796,Graduate,Office
YBI4797,Graduate,Office
YBI4798,Graduate,Office
YBI4799,High School,Factory
YBI4800,High School,Factory
YBI4801,Graduate,Management
YBI4802,High School,Professional
YBI4803,High School,Professional
YBI4804,Graduate,Management
YBI4805,Graduate,Management
YBI4806,High School,Professional
YBI4807,High School,Professional
YBI4808,High School,Professional
YBI4809,Graduate,Management
YBI4810,High School,Professional
YBI4811,High School,Professional
YBI4812,High School,Professional
YBI4813,High School,Professional
YBI4814,High School,Professional
YBI4815,Graduate,Management
YBI4816,High School,Professional
YBI4817,Graduate,Management
YBI4818,Graduate,Management
YBI4819,High School,Professional
YBI4820,High School,Professional
YBI4821,High School,Professional
YBI4822,High School,Professional
YBI4823,High School,Professional
YBI4824,High School,Management
YBI4825,High School,Management
YBI4826,High School,Management
YBI4827,High School,Management
YBI4828,High School,Self Employeed
YBI4829,High School,Management
YBI4830,High School,Management
YBI4831,High School,Management
YBI4832,High School,Professional
YBI4833,High School,Self Employeed
YBI4834,Graduate,Professional
YBI4835,Graduate,Professional
YBI4836,Graduate,Professional
YBI4837,Graduate,Professional
YBI4838,Graduate,Professional
