CustID,Age,Gender,City,AccountType,Balance,LoanAmt,EMI,Default
938,65,M,Ajmer,Current,70577.18,859456.58,30351.86,No
939,20,M,Kakinada,Current,69303.4,365226.93,29304.83,No
940,37,F,Bidhannagar,Current,174138.05,601502.38,1392.94,Yes
941,19,M,Tadepalligudem,Savings,453334.07,599287.32,43238.49,No
942,18,F,Hajipur,Loan,98822.57,114024.55,47388.31,No
943,31,M,Jodhpur,Current,49182.32,416651.02,13448.86,Yes
944,27,M,Hospet,Savings,470796.37,171249.67,24492.57,No
945,63,F,Moradabad,Savings,418147.75,330208.83,1945.79,No
946,38,F,Surendranagar Dudhrej,Current,102197.87,620130.09,1164.28,No
947,41,M,Bhatpara,Current,340487.44,542409.51,11743.97,No
948,34,M,Sultan Pur Majra,Current,465406.35,325397.72,41975.76,Yes
949,59,F,Thanjavur,Savings,15885.99,418265.07,42715.04,No
950,42,F,Nellore,Savings,147342.39,77847.69,40397.96,Yes
951,42,M,Farrukhabad,Savings,225031.33,399413.99,30154.99,No
952,34,M,Ratlam,Loan,305006.93,255773.93,45859.37,No
953,49,M,Nellore,Loan,230358.55,995853.8,8775.75,Yes
954,50,M,Berhampore,Current,91836.06,119816.89,38029.63,No
955,55,M,Siwan,Loan,148823.21,598631.25,19060.01,No
956,64,F,Solapur,Loan,460128.4,421325.64,38738.46,No
957,23,M,Jalna,Savings,168350.8,325102.05,46654.06,Yes
958,64,F,Vellore,Savings,185615.83,522512.48,19044.9,Yes
959,34,F,Gorakhpur,Savings,32483.55,611297.7,14863.57,No
960,35,F,Tadepalligudem,Loan,303791.91,12378.76,18851.39,No
961,54,F,Nellore,Savings,463416.19,354191.36,3181.33,Yes
962,65,F,Dhanbad,Savings,100272.84,350693.48,33310.52,No
963,63,M,Hindupur,Savings,289516.38,811928.44,16144.67,Yes
964,19,M,Lucknow,Loan,241450.41,245296.9,40264.13,No
965,37,M,Raurkela Industrial Township,Loan,333430.24,531843.65,32658.4,No
966,29,F,Salem,Savings,285986.31,951921.94,24506.76,No
967,56,M,Surat,Loan,263916.33,383747.08,32897.86,No
968,47,M,Vellore,Loan,413753.71,551953.75,39215.63,Yes
969,64,F,Amravati,Current,374483.26,305126.17,13810.99,No
970,34,M,Rajpur Sonarpur,Savings,80104.27,524682.31,47067.65,No
971,65,F,Chinsurah,Loan,342610.65,663447.75,44857.26,Yes
972,65,M,Nagaon,Savings,280579.39,860271.63,10515.19,Yes
973,47,F,Mahbubnagar,Current,43045.21,9515.61,15481.68,Yes
974,48,M,Tadepalligudem,Loan,378096.15,485107.98,41905.77,No
975,56,F,Kollam,Savings,358593.58,756382.48,47965.5,No
976,42,M,Giridih,Savings,273764.54,763175.93,15057.55,Yes
977,49,F,Nandyal,Current,150568.92,833664.34,28010.97,No
978,40,F,Katni,Savings,135079.68,490263.32,3743.74,Yes
979,62,F,Mysore,Current,9734.99,702520.35,30212.15,No
980,25,M,Gandhidham,Loan,285444.68,450217.08,49034.41,Yes
981,33,F,Jhansi,Savings,274990.3,771915.18,3445.05,No
982,20,F,Alwar,Loan,394547.82,366540.26,12578.39,Yes
983,31,M,Pudukkottai,Current,447438.32,454699.8,34792.38,No
984,25,M,Siliguri,Current,383584.38,18889.94,33153.62,No
985,63,M,Durgapur,Loan,110743.56,438574.81,15798.61,Yes
986,56,F,Bhavnagar,Loan,225715.58,832508.16,17388.48,Yes
987,48,M,Noida,Savings,322596.21,686245.03,6978.19,No
988,33,F,Panihati,Current,462034.34,853217.22,23918.78,Yes
989,36,M,Serampore,Loan,255485.21,999290.56,24880.89,No
990,28,M,Latur,Savings,286905.95,812869.63,16018.78,No
991,47,F,Malegaon,Loan,268256.94,200977.31,736.1,Yes
992,50,F,Amroha,Current,428439.16,773749.62,37328.55,Yes
993,65,F,Warangal,Savings,467897.57,210080.36,40517.18,No
994,47,F,Bidhannagar,Loan,334828.45,21367.08,11416.33,Yes
995,34,F,Akola,Current,270725.71,255230.33,36683.08,Yes
996,39,M,Narasaraopet,Current,252628.16,46157.74,29309.93,Yes
997,24,M,Chinsurah,Current,481402.23,286044.6,27781.26,No
998,58,F,Singrauli,Current,212413.54,33233.02,40367.83,Yes
999,33,F,Bikaner,Current,6720.49,194795.35,25291.78,Yes
1000,28,M,Kolkata,Savings,389125.23,659466.28,28840.88,No
1001,56,F,Kurnool,Savings,101622.2,457710.67,39682.77,Yes
1002,64,F,Gurgaon,Savings,226964.91,68968.91,35118.05,Yes
1003,43,M,Karaikudi,Savings,489576.98,176758.22,35772.01,Yes
1004,61,M,North Dumdum,Current,90110.1,746675.86,18662.83,No
1005,28,M,Thiruvananthapuram,Savings,117916.15,69091.96,7711.31,Yes
1006,34,F,Siwan,Current,359086.13,883612.55,38925.5,No
1007,57,M,Bokaro,Savings,461290.95,282030.59,29933.61,Yes
1008,57,F,Vasai-Virar,Loan,493747.84,266906.3,4102.16,No
1009,49,F,Ambarnath,Savings,353363.12,499256.23,41750.56,No
1010,65,F,Tirupati,Loan,153079.66,517019.4,5834.15,No
1011,30,F,Pali,Current,29582.81,243107.19,17918.62,Yes
1012,47,M,Rajahmundry,Savings,20030.7,127627.26,4325.79,Yes
1013,29,F,Avadi,Savings,484296.06,937938.39,48910.38,Yes
1014,63,F,Rajahmundry,Savings,7359.04,949827.08,14171.09,Yes
1015,45,F,Bhavnagar,Current,370638.65,855654.27,18015.85,Yes
1016,42,M,Nadiad,Loan,217448.66,101417.89,6395.52,No
1017,62,F,Tirunelveli,Current,114791.05,791934.08,24639.97,Yes
1018,18,F,Ratlam,Current,454636.74,265773.72,16489.0,Yes
1019,47,F,Nandyal,Current,176546.01,150676.76,31811.33,No
1020,53,F,Tenali,Current,483201.76,65325.05,10062.8,No
1021,23,F,Tezpur,Savings,167566.12,965289.38,35707.1,Yes
1022,56,F,Nizamabad,Savings,400895.34,848056.93,38173.43,Yes
1023,35,M,Arrah,Current,306367.55,74105.23,19541.43,No
1024,58,M,Bidar,Current,423358.26,602331.4,2442.6,Yes
1025,63,F,Anantapuram,Current,145810.99,510990.28,22289.3,Yes
1026,62,M,Shahjahanpur,Loan,55084.13,918938.9,49722.38,Yes
1027,52,F,Hajipur,Savings,421171.34,305720.86,21046.59,Yes
1028,32,F,Bulandshahr,Current,277282.79,190911.1,10571.51,No
1029,23,M,Guntakal,Current,498796.63,84397.39,10692.79,Yes
1030,33,F,Medininagar,Loan,461194.21,277062.24,11229.89,Yes
1031,40,F,Bhalswa Jahangir Pur,Current,151211.05,24994.68,39275.0,Yes
1032,65,M,Medininagar,Savings,461146.22,667901.18,37678.22,Yes
1033,45,F,Nangloi Jat,Current,334876.73,419231.55,5982.38,Yes
1034,45,F,Jamnagar,Current,290418.62,413971.6,24842.21,Yes
1035,23,M,Hosur,Savings,43228.43,558082.58,15554.3,Yes
1036,48,M,Shahjahanpur,Loan,332199.66,861294.75,12814.45,Yes
1037,23,F,Bhiwandi,Loan,200796.45,305225.0,33859.24,Yes
1038,43,F,Thrissur,Current,130832.05,270996.05,46236.69,No
1039,33,F,Uluberia,Current,73978.06,132144.81,47320.28,Yes
1040,44,M,Ambarnath,Current,262541.93,692619.91,38943.87,No
1041,46,M,Jalandhar,Loan,116913.34,465712.65,22797.6,No
1042,43,F,Hosur,Loan,61918.92,259658.77,21222.98,No
1043,34,F,Pali,Current,445864.26,941768.81,22070.97,No
1044,43,F,Tadepalligudem,Savings,3492.32,704537.71,38895.2,Yes
1045,44,F,Bhilai,Loan,179820.55,884352.19,26562.22,No
1046,49,M,Naihati,Savings,383619.96,935074.21,34943.98,No
1047,51,F,Alwar,Current,319234.48,37461.91,35935.44,No
1048,51,M,Bangalore,Current,342903.55,487046.82,43268.73,Yes
1049,24,F,Saharsa,Savings,2197.42,364366.61,19153.03,Yes
1050,25,M,Amravati,Current,360380.65,333230.62,2611.58,Yes
1051,52,F,Alwar,Loan,85123.17,279176.69,33745.27,No
1052,21,F,Madanapalle,Loan,42482.23,227572.39,4694.74,No
1053,29,F,Machilipatnam,Loan,157074.53,696511.33,5017.99,Yes
1054,41,M,Dehri,Loan,396503.69,107977.89,34186.0,No
1055,41,F,Saharanpur,Loan,179933.18,793892.97,10923.72,Yes
1056,43,M,Gurgaon,Savings,103308.59,899059.1,12280.11,No
1057,54,F,Belgaum,Savings,259657.14,166372.36,47164.54,Yes
1058,24,M,Ghaziabad,Loan,420451.78,982476.79,16434.76,Yes
1059,24,F,Gangtok,Savings,58174.71,489716.52,16260.31,No
1060,18,F,Kanpur,Savings,137697.96,638401.76,19620.84,Yes
1061,31,M,Katni,Current,350873.75,629634.58,38456.19,Yes
1062,37,M,Proddatur,Savings,14830.46,671957.32,12604.63,No
1063,22,M,Ujjain,Current,432191.13,64037.92,49745.16,No
1064,40,M,Mathura,Loan,358407.96,54510.22,35633.49,Yes
1065,33,M,Rourkela,Savings,333268.98,842280.06,34910.76,Yes
1066,32,M,Ghaziabad,Current,457932.0,617245.75,26982.64,Yes
1067,63,M,Hindupur,Savings,44400.49,894629.52,14642.02,Yes
1068,25,M,Tenali,Loan,298730.31,271542.63,46103.16,No
1069,53,F,Gudivada,Loan,136172.3,791472.03,12963.77,No
1070,20,F,Thoothukudi,Savings,192566.99,600162.44,40579.87,Yes
1071,59,F,Mira-Bhayandar,Loan,231223.61,360972.68,6905.23,No
1072,57,M,Ghaziabad,Current,146541.56,786098.48,25997.61,Yes
1073,36,F,Kirari Suleman Nagar,Current,276002.06,657277.11,45280.06,Yes
1074,43,F,Gulbarga,Savings,35108.38,900526.1,18052.73,No
1075,44,M,Pondicherry,Loan,138948.77,391035.41,37226.76,No
1076,65,F,Bettiah,Savings,154105.99,629216.95,27871.47,No
1077,43,F,Sambhal,Loan,423913.97,189487.97,44003.82,Yes
1078,43,F,Bulandshahr,Savings,209187.56,126123.96,28902.47,No
1079,61,F,Raebareli,Loan,414206.38,518891.45,9194.17,No
1080,50,F,North Dumdum,Savings,181510.86,96429.08,25950.97,Yes
1081,38,M,Yamunanagar,Savings,148068.68,892698.84,2507.22,No
1082,65,F,Tiruvottiyur,Savings,410350.46,832761.96,5941.81,No
1083,58,M,New Delhi,Loan,133131.85,643760.21,48883.86,No
1084,30,F,Tinsukia,Loan,4738.66,778153.72,19942.84,No
1085,35,M,Dharmavaram,Savings,456207.49,418866.32,9370.79,Yes
1086,54,M,Nagercoil,Current,339958.43,397631.21,25583.53,Yes
1087,33,F,Miryalaguda,Current,358886.22,358264.54,25700.25,No
1088,63,M,Gopalpur,Current,426357.53,72586.64,47587.51,No
1089,58,M,Loni,Loan,222089.29,200833.38,44247.53,Yes
1090,32,F,Chandrapur,Loan,421000.76,960971.08,49842.78,No
1091,29,M,Coimbatore,Loan,274332.01,833433.53,28266.2,No
1092,32,M,Mira-Bhayandar,Savings,107798.12,801170.16,14631.09,Yes
1093,34,F,Anantapur,Loan,233157.62,576631.64,25931.01,Yes
1094,57,F,Ahmednagar,Savings,261620.6,703394.42,9957.08,Yes
1095,36,F,Korba,Current,154113.78,246327.59,4294.82,Yes
1096,43,M,Amaravati,Savings,72903.71,676432.6,44822.74,No
1097,52,M,Jorhat,Savings,375782.8,120500.08,28452.23,No
1098,48,F,Bahraich,Loan,269070.69,107892.83,37945.2,No
1099,46,M,Jalandhar,Current,379792.14,757803.06,37130.17,Yes
1100,45,M,Varanasi,Loan,10716.93,881210.92,14245.97,Yes
1101,32,F,Tirunelveli,Loan,62427.26,210614.27,42819.11,No
1102,36,F,Raipur,Savings,320825.59,438624.87,4287.63,No
1103,57,M,Guwahati,Loan,273399.31,177488.41,32931.68,No
1104,62,M,Begusarai,Savings,181608.3,540652.27,49692.93,Yes
1105,21,F,Ambattur,Savings,304753.76,377878.85,7730.03,No
1106,62,F,Satna,Savings,180180.95,88558.3,30944.21,No
1107,38,F,Bharatpur,Current,237942.66,205995.0,47019.53,Yes
1108,54,F,Ludhiana,Current,352661.88,119056.52,15645.36,Yes
1109,49,F,Noida,Savings,307952.11,622158.09,48896.29,No
1110,43,F,Bidhannagar,Savings,10411.4,828381.12,41632.21,No
1111,32,M,Nagercoil,Current,335016.32,516410.47,39994.12,Yes
1112,40,M,Rewa,Current,212311.06,538312.51,735.13,Yes
1113,53,M,Sri Ganganagar,Loan,215262.48,11870.29,28938.45,No
1114,52,M,Malegaon,Savings,150099.58,161997.05,46365.9,No
1115,49,M,Guntur,Loan,147302.77,450326.84,34296.77,No
1116,58,F,Avadi,Savings,252955.48,53055.06,1123.74,No
1117,29,M,Surat,Loan,360417.92,805920.02,40044.48,No
1118,42,M,Sonipat,Current,126334.39,958773.19,6743.03,No
1119,19,F,Karaikudi,Loan,412873.55,796476.71,46836.47,Yes
1120,18,F,Raebareli,Loan,374849.39,83405.38,11960.94,Yes
1121,31,F,Kavali,Loan,447294.52,415420.96,40896.85,No
1122,25,F,Kadapa,Current,489537.15,613658.33,4689.09,No
1123,44,M,Jaipur,Savings,72273.27,458678.58,24369.51,Yes
1124,18,M,Cuttack,Savings,393302.51,929242.6,23353.05,No
1125,26,F,Patna,Loan,444121.83,475190.49,48012.35,No
1126,36,M,Surendranagar Dudhrej,Loan,350451.38,827529.7,28683.13,Yes
1127,59,F,Siwan,Savings,407657.25,577063.09,39317.67,Yes
1128,37,F,Kishanganj,Loan,270376.39,102774.44,980.42,Yes
1129,35,M,Dehradun,Loan,209691.04,749536.36,40306.37,No
1130,47,M,Farrukhabad,Loan,95396.46,678481.23,27793.99,No
1131,37,M,Secunderabad,Loan,17119.62,386261.93,4999.66,Yes
1132,64,M,Ludhiana,Current,125438.05,795532.32,46990.52,No
1133,35,M,Ambala,Current,301179.24,580693.13,28659.7,Yes
1134,39,M,Sasaram,Savings,142698.63,670962.66,7365.99,No
1135,42,M,Nizamabad,Loan,497818.83,910132.74,48972.94,No
1136,46,M,Rampur,Current,364310.9,229488.46,30131.3,Yes
1137,52,F,Jabalpur,Current,167331.03,744033.95,6561.2,Yes
1138,34,M,Aurangabad,Loan,38157.91,662849.14,31276.44,No
1139,18,F,Firozabad,Savings,297505.84,327288.46,45844.09,No
1140,61,M,Thanjavur,Loan,455452.21,922757.43,18453.66,Yes
1141,35,F,Nizamabad,Current,278211.2,956539.55,15565.04,Yes
1142,50,F,Bhiwandi,Loan,192519.05,956797.83,38651.43,Yes
1143,51,M,Mira-Bhayandar,Loan,387938.54,163756.42,29943.95,Yes
1144,19,F,Moradabad,Savings,123252.83,75345.15,6362.86,Yes
1145,44,F,Belgaum,Loan,256166.14,249622.37,10496.62,No
1146,27,F,Mathura,Savings,413919.95,51348.09,31350.61,Yes
1147,23,F,Motihari,Loan,165369.6,981228.69,6341.26,Yes
1148,56,F,Jamnagar,Savings,132546.44,640247.3,15473.18,No
1149,56,F,Jamshedpur,Current,449805.93,698239.31,31549.0,No
1150,51,F,Nagpur,Savings,141292.19,263647.94,16838.66,No
1151,61,M,Delhi,Savings,437795.8,822781.5,37786.19,Yes
1152,37,M,Bally,Savings,197449.18,200166.03,26420.7,No
1153,61,M,Anand,Current,119872.07,56142.47,10613.68,No
1154,55,M,Khandwa,Loan,286718.46,915643.2,34061.77,Yes
1155,57,F,Mahbubnagar,Savings,254943.21,340342.64,30756.52,Yes
1156,50,M,Faridabad,Loan,156388.51,820823.06,10630.75,Yes
1157,24,M,Guwahati,Savings,261339.7,644015.84,49695.99,Yes
1158,52,M,Patna,Loan,233293.32,490594.54,38428.1,Yes
1159,65,M,Rourkela,Current,290763.51,485284.56,47206.51,Yes
1160,32,M,Ichalkaranji,Current,453592.34,342010.4,29726.91,No
1161,54,F,Ambarnath,Current,188676.91,887748.06,4125.31,Yes
1162,38,M,Danapur,Loan,187456.09,386262.61,18561.32,Yes
1163,63,F,Bhatpara,Loan,369036.43,831928.84,25509.78,Yes
1164,61,F,Bahraich,Savings,482310.77,267135.49,16433.25,Yes
1165,53,F,Nagpur,Loan,327159.72,313810.87,144.8,No
1166,54,M,Siwan,Current,358011.93,23040.82,44036.46,No
1167,41,F,Panvel,Current,3187.34,442867.69,45974.29,Yes
1168,30,M,Gandhinagar,Loan,386946.2,172093.6,22084.24,No
1169,51,F,Lucknow,Loan,201993.25,699128.32,27127.19,Yes
1170,48,M,Srikakulam,Current,337517.96,363936.44,6088.74,No
1171,62,M,Durgapur,Savings,324865.71,735690.2,29273.67,No
1172,23,M,Jamalpur,Loan,388908.06,604760.48,473.26,No
1173,44,M,Bilaspur,Loan,103964.45,323071.93,22570.17,Yes
1174,50,F,Yamunanagar,Savings,416604.09,426769.57,6427.37,Yes
1175,34,M,Alwar,Loan,31212.18,488664.95,46864.67,Yes
1176,53,M,Mysore,Current,42932.77,45225.25,6750.38,No
1177,26,M,Phagwara,Loan,465995.56,863704.26,27503.42,Yes
1178,18,F,Kumbakonam,Savings,355129.9,276084.28,32936.19,Yes
1179,20,M,Kota,Savings,89832.3,931938.67,25187.4,Yes
1180,46,M,Chapra,Current,161756.13,845128.58,13651.14,Yes
1181,35,M,Begusarai,Current,135037.55,4826.62,21758.34,No
1182,60,F,Imphal,Current,169520.05,355144.74,33345.33,Yes
1183,44,M,Jalgaon,Loan,206503.37,215822.45,42140.75,No
1184,25,M,Rewa,Loan,29531.87,67591.33,3751.51,No
1185,31,F,Bhagalpur,Savings,351423.56,289605.01,26690.46,No
1186,35,F,Tiruppur,Loan,406744.89,923887.78,2603.44,Yes
1187,37,F,Panihati,Current,122235.13,125661.5,19692.8,No
1188,28,F,Ramgarh,Savings,489510.21,310867.13,28860.05,No
1189,38,M,Adoni,Current,110075.73,536716.6,41678.81,Yes
1190,23,M,Silchar,Loan,374525.22,404420.8,17503.92,Yes
1191,41,M,Guntur,Savings,51504.19,806828.85,48922.69,Yes
1192,18,F,Deoghar,Loan,304412.49,575240.82,12875.32,No
1193,19,M,Madurai,Loan,250996.85,975656.12,46422.09,Yes
1194,59,F,Ahmedabad,Savings,324359.2,706000.57,16343.49,No
1195,56,F,Udaipur,Current,206781.54,679037.05,5726.5,No
1196,60,F,Cuttack,Loan,84466.24,790798.47,41250.56,No
1197,45,M,Gulbarga,Savings,207789.59,893245.77,43921.28,Yes
1198,40,M,Tiruchirappalli,Current,461644.65,142429.46,45629.0,Yes
1199,30,F,Aurangabad,Savings,407395.16,276124.08,27725.51,Yes
1200,65,M,Kakinada,Current,425729.47,696263.19,6128.43,No
1201,44,M,Haridwar,Savings,247134.37,971935.24,47178.54,No
1202,37,F,Nellore,Savings,378722.24,46420.92,19590.74,No
1203,40,M,Cuttack,Savings,89022.3,377602.16,7759.54,No
1204,45,F,Bidar,Loan,102009.85,759987.07,3467.02,Yes
1205,45,M,Bahraich,Savings,379177.67,241739.01,6995.78,No
1206,42,M,Ratlam,Savings,200819.17,420092.81,7990.75,Yes
1207,61,M,Sonipat,Savings,139870.03,91260.88,20657.32,Yes
1208,42,M,Secunderabad,Current,177117.51,639876.41,32329.97,No
1209,58,M,Bhiwandi,Current,441698.22,244773.91,38150.05,No
1210,23,F,Hajipur,Savings,40586.73,702764.74,49432.05,Yes
1211,35,F,Parbhani,Savings,217023.89,495243.97,13034.93,Yes
1212,35,F,Mysore,Loan,129824.12,881664.72,28273.03,No
1213,36,M,Pallavaram,Current,235860.78,911898.99,21963.61,No
1214,48,F,Rampur,Loan,205686.95,645646.41,44773.03,No
1215,31,F,Bhiwandi,Loan,206254.95,699590.06,20233.94,Yes
1216,21,F,Nanded,Current,254186.64,419497.04,3466.36,Yes
1217,30,M,North Dumdum,Savings,452756.97,582786.57,10239.98,Yes
1218,23,M,Rajkot,Savings,100751.27,804936.87,3062.58,Yes
1219,31,M,Hindupur,Savings,350799.51,909054.74,1930.39,No
1220,49,F,Srikakulam,Loan,124304.9,976531.31,18286.22,No
1221,38,F,Ambarnath,Savings,118458.28,30660.21,46983.35,Yes
1222,52,M,Gwalior,Savings,102148.87,73398.79,16384.7,No
1223,42,M,Bhilwara,Loan,71490.7,247403.07,2026.37,Yes
1224,63,M,Ranchi,Loan,206702.43,867648.84,33418.71,No
1225,59,F,Ranchi,Loan,187917.75,96571.85,18965.83,No
1226,59,M,Rohtak,Current,426817.56,980075.64,23402.37,Yes
1227,59,M,Bihar Sharif,Current,180623.35,212647.87,39164.43,Yes
1228,39,M,Suryapet,Current,395101.82,882101.46,37567.41,No
1229,22,F,Ichalkaranji,Loan,65839.82,215879.63,30959.12,No
1230,18,F,Hosur,Loan,449873.55,184275.65,23567.92,Yes
1231,25,M,Buxar,Loan,475967.17,918552.4,38747.4,Yes
1232,65,F,Vellore,Savings,47767.78,899266.47,22007.59,Yes
1233,27,M,Hubli–Dharwad,Savings,303453.75,789650.69,42142.84,No
1234,53,M,Mahbubnagar,Current,119737.62,380264.2,6208.71,No
1235,47,F,Bathinda,Current,106505.49,556504.0,48271.53,No
1236,53,F,Allahabad,Loan,40953.84,724473.47,33068.9,Yes
1237,63,M,Tiruvottiyur,Loan,299187.43,204734.07,3321.24,Yes
1238,18,F,Aurangabad,Savings,42229.0,524836.17,20096.5,No
1239,47,F,Dehradun,Loan,42489.09,408538.24,22868.15,No
1240,63,F,Chandigarh,Loan,318439.28,715123.19,20240.86,No
1241,20,F,Pune,Loan,422954.88,694379.53,4721.16,Yes
1242,35,M,Karnal,Loan,445031.32,84387.55,21115.2,Yes
1243,20,F,Serampore,Loan,377359.98,178051.05,25087.81,Yes
1244,51,M,Firozabad,Savings,409620.36,11887.63,24929.15,Yes
1245,55,M,Aurangabad,Loan,353424.22,634811.21,22789.42,Yes
1246,33,M,Amroha,Savings,365532.03,744060.99,44599.14,No
1247,51,M,Khandwa,Loan,477907.95,818770.25,30686.21,No
1248,52,M,Jamshedpur,Savings,400685.38,37900.83,25585.17,No
1249,61,M,Rajkot,Loan,213478.08,593159.61,12557.61,No
1250,54,F,Guntakal,Current,405141.86,777721.03,39012.2,Yes
1251,44,F,Dharmavaram,Loan,96895.25,441368.63,17238.75,Yes
1252,37,F,Proddatur,Savings,266750.86,675330.08,11472.69,Yes
1253,41,F,Bokaro,Savings,205437.19,404215.26,39970.33,No
1254,63,M,Gaya,Savings,477147.52,516292.12,39038.42,Yes
1255,65,M,Ramgarh,Current,471831.62,592773.59,21437.21,Yes
1256,35,F,Buxar,Loan,306931.26,208058.94,22829.74,No
1257,36,M,Danapur,Loan,164136.49,56629.91,45505.01,Yes
1258,38,F,Korba,Loan,252904.06,670040.22,21807.38,Yes
1259,46,F,Udupi,Loan,428284.07,157618.44,40291.98,Yes
1260,30,F,Saharanpur,Loan,114841.11,485189.14,20817.13,No
1261,46,M,Korba,Current,102164.54,282124.1,30267.31,No
1262,48,F,Siwan,Savings,282068.41,564862.43,33699.62,No
1263,59,F,Bidar,Loan,284439.39,873216.91,35204.78,No
1264,45,M,Yamunanagar,Savings,139558.13,459085.8,34073.88,No
1265,33,F,Vellore,Loan,471699.38,445616.58,32704.69,Yes
1266,26,F,New Delhi,Current,415198.5,112663.52,1702.42,No
1267,59,M,Ahmedabad,Loan,164823.33,569432.43,18546.03,No
1268,53,M,Jaunpur,Current,29524.11,383703.08,45376.7,No
1269,19,M,Chinsurah,Loan,167606.13,847910.9,8084.8,Yes
1270,18,M,Bhilwara,Loan,472120.43,744636.44,33343.62,Yes
1271,56,M,Unnao,Current,79571.46,826808.46,36158.74,No
1272,64,M,Haridwar,Loan,173805.13,555473.6,5813.63,Yes
1273,45,M,Bidar,Savings,186255.99,330818.01,45235.02,Yes
1274,27,M,Chinsurah,Savings,379382.5,260846.51,14153.67,Yes
1275,23,M,Mangalore,Current,450717.29,501674.04,15945.55,Yes
1276,47,M,Mahbubnagar,Savings,350581.24,71217.08,45286.97,No
1277,40,F,Gangtok,Loan,492461.23,769898.7,13220.33,No
1278,25,F,Raipur,Current,168747.45,111242.09,33383.07,No
1279,22,M,Sambhal,Savings,35735.22,729670.08,26500.64,Yes
1280,57,M,Tadipatri,Loan,137233.18,156834.9,39889.61,No
1281,48,M,Indore,Savings,282559.4,817945.35,18175.27,Yes
1282,36,M,Bhubaneswar,Loan,450325.78,622443.83,47521.65,Yes
1283,56,F,Jalandhar,Loan,279601.56,578487.16,1289.61,No
1284,60,M,Barasat,Current,198086.31,835671.32,31482.67,No
1285,29,M,Bhavnagar,Current,164294.98,275418.79,36346.44,Yes
1286,40,F,Bangalore,Savings,303777.73,506464.42,34096.83,Yes
1287,45,M,Alappuzha,Loan,41521.9,429195.77,43938.35,No
1288,65,M,Bhimavaram,Savings,489271.77,624736.9,48102.98,No
1289,64,M,Amaravati,Savings,333695.49,962100.22,25140.38,No
1290,25,F,Nanded,Savings,393160.56,19556.4,23459.53,Yes
1291,20,M,Arrah,Savings,338736.88,354645.01,32847.17,No
1292,52,F,Sonipat,Loan,339501.23,192642.05,12209.09,No
1293,26,F,Nellore,Savings,360176.86,517770.56,23290.57,No
1294,44,F,Purnia,Loan,475085.57,844310.02,8349.79,No
1295,20,M,Bardhaman,Savings,331571.2,731011.04,43309.32,Yes
1296,24,F,Ratlam,Current,420856.19,745479.32,21029.4,No
1297,46,M,Jaunpur,Current,277045.83,595668.22,29893.17,No
1298,42,M,Nizamabad,Savings,188009.69,496021.82,45761.27,Yes
1299,34,M,Muzaffarnagar,Loan,185426.4,348702.04,6178.22,Yes
1300,21,M,Howrah,Current,144759.78,251594.39,23044.61,Yes
1301,26,M,Ahmedabad,Loan,290692.0,776711.61,33040.12,No
1302,63,F,Chinsurah,Current,73149.31,974646.77,27228.73,Yes
1303,34,M,Kulti,Savings,174088.08,116500.7,43274.3,No
1304,43,F,Bidhannagar,Savings,359651.24,838427.62,18005.35,Yes
1305,19,M,Loni,Savings,120047.25,187637.14,10922.68,Yes
1306,31,F,Bhalswa Jahangir Pur,Loan,262716.25,352749.49,40285.59,Yes
1307,43,F,Ambarnath,Loan,410266.83,546823.62,31485.41,No
1308,54,M,Katihar,Current,218638.98,163259.53,49211.12,Yes
1309,25,M,Jamshedpur,Current,288075.81,103995.4,20268.36,No
1310,36,M,Allahabad,Current,86218.3,958648.05,40963.47,No
1311,26,M,Burhanpur,Savings,177629.96,551606.28,46558.4,Yes
1312,50,M,Nagaon,Savings,496120.79,643488.49,26344.79,No
1313,55,M,Bathinda,Current,291453.33,320656.88,28043.22,No
1314,62,F,Barasat,Savings,224743.2,620671.32,6943.14,No
1315,28,M,Jalgaon,Savings,237187.91,746054.16,36969.47,Yes
1316,32,F,Bettiah,Savings,240829.21,659093.26,3999.23,Yes
1317,52,F,Ranchi,Savings,481926.99,227646.73,46920.39,Yes
1318,49,M,Navi Mumbai,Loan,382518.17,680549.45,5369.15,No
1319,32,F,Mangalore,Savings,89432.79,469911.31,31082.99,Yes
1320,38,F,Amravati,Current,498235.67,294449.38,28015.11,Yes
1321,64,F,Jodhpur,Savings,163660.96,166385.12,26125.85,No
1322,47,F,Darbhanga,Savings,213968.31,81463.66,49401.54,No
1323,46,F,Unnao,Current,101618.85,273775.8,6203.85,Yes
1324,29,M,Muzaffarnagar,Current,230590.82,823814.31,42236.59,No
1325,38,F,Dhule,Savings,442677.46,326934.27,7103.93,Yes
1326,57,M,Chinsurah,Loan,483859.64,989931.75,49266.74,Yes
1327,61,F,Thiruvananthapuram,Loan,350464.66,231991.85,17127.96,Yes
1328,18,M,Surat,Loan,458860.39,708885.6,31432.33,Yes
1329,62,F,Rewa,Loan,393880.41,466919.65,43492.99,Yes
1330,51,M,Uluberia,Savings,391674.85,417092.58,38179.78,No
1331,64,F,Ichalkaranji,Current,287464.83,888448.66,24452.4,No
1332,53,M,Pimpri-Chinchwad,Loan,140058.19,511848.95,48547.97,Yes
1333,62,F,Gandhidham,Savings,154370.76,694581.71,42344.89,No
1334,57,F,Vijayawada,Savings,229383.18,545061.76,19082.03,No
1335,41,F,Chittoor,Loan,399208.75,274778.57,22863.52,No
